ASV;assignmentQual;taxID;superkingdom;phylum;class;order;family;genus;species
ASV_61970;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61973;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61974;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61976;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61977;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61978;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61980;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61981;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61982;Low;856793;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Micavibrio;Micavibrio aeruginosavorus
ASV_61984;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61990;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61993;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61994;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61995;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61997;Low;3034230;NA;NA;NA;NA;NA;NA;NA
ASV_61998;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_61999;Low;65656;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga taeniospiralis
ASV_62000;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62003;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62004;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62007;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62009;Low;2754053;Eukaryota;Discosea;Flabellinia;Dactylopodida;Vexilliferidae;Vexillifera;Vexillifera sp. AKu-2020a
ASV_62010;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62011;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62014;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62015;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62016;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62019;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62020;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62022;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62024;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62025;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62026;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62031;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62032;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62033;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62034;Low;1654809;Eukaryota;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Cunea;Cunea profundata
ASV_62035;Low;3053609;NA;NA;NA;NA;NA;NA;NA
ASV_62037;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62048;Low;1898112;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;Rhodospirillaceae bacterium
ASV_62049;High;735370;Eukaryota;Annelida;Clitellata;Enchytraeida;Enchytraeidae;Lumbricillus;Lumbricillus lineatus
ASV_62050;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62051;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62053;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62054;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62055;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62056;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62058;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62060;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62063;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62064;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62065;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62067;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62068;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62070;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62071;Low;2720067;Eukaryota;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Cunea;Cunea russae
ASV_62072;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62073;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62075;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62077;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62079;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62081;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62082;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62083;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62084;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62085;Low;216741;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora pupula
ASV_62086;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62087;Low;1368622;Eukaryota;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Conidiobolus;Conidiobolus mycophagus
ASV_62088;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62089;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62090;Low;1841648;Eukaryota;;Chrysophyceae;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sinomuralis
ASV_62091;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62092;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62093;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62095;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62096;Low;2782662;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. 195
ASV_62097;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62098;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62101;Low;1545448;Eukaryota;;Chrysophyceae;;;Segregatospumella;Segregatospumella dracosaxi
ASV_62102;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62103;Low;62140;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;Acidiphilium multivorum
ASV_62104;Low;1803846;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga;Flavivirga eckloniae
ASV_62105;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62106;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62107;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62108;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62109;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62110;Low;2697010;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;Winogradskyella helgolandensis
ASV_62111;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62112;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62113;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62115;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62117;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62118;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62119;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62120;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62121;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62122;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62125;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62126;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62127;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62129;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62130;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62131;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62132;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62133;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62134;Low;1891279;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira;Thalassospira indica
ASV_62135;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62136;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62138;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62139;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62140;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62141;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62143;Low;2916754;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sabulilitoribacter;Sabulilitoribacter sp. BrNp1-15
ASV_62144;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62145;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62147;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62148;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62149;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62150;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62151;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62152;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62154;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62155;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62156;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62157;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62158;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62160;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62161;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62163;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62165;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62166;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62167;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62168;Low;69788;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium sclerotiorum
ASV_62169;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62170;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62171;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62172;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62174;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62175;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62176;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62178;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62179;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62182;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62183;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62185;Low;2986836;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. N501239
ASV_62186;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62187;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62188;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62189;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62190;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62191;Low;65665;Eukaryota;Discosea;;Longamoebia;Acanthamoebidae;Acanthamoeba;Acanthamoeba tubiashi
ASV_62192;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62193;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62194;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62198;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62199;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62200;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62201;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62202;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62204;Low;880394;Eukaryota;Annelida;Polychaeta;Sabellida;Serpulidae;Spirorbis;Spirorbis sp. CMC01
ASV_62205;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62206;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62208;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62209;Low;1437009;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Chenggangzhangella;Chenggangzhangella methanolivorans
ASV_62211;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62212;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62213;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62214;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62218;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62220;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62221;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62222;Low;1437360;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium erythrophlei
ASV_62223;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62226;Low;74740;Eukaryota;Annelida;Clitellata;Tubificida;Naididae;Clitellio;Clitellio arenarius
ASV_62228;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62229;Low;35125;Eukaryota;Bacillariophyta;Coscinodiscophyceae;Melosirales;Melosiraceae;Melosira;Melosira nummuloides
ASV_62230;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62231;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62234;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62236;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62237;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62238;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62239;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62240;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62241;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62242;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62244;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62245;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62246;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62248;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62250;Low;2979461;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania;Qipengyuania sp. SS22
ASV_62251;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62252;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62253;Low;2592816;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Tardiphaga;Tardiphaga sp. vice352
ASV_62254;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62255;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62256;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62257;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62259;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62262;Low;1955561;Eukaryota;;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas sp.
ASV_62263;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62264;Low;2233999;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella pratensis
ASV_62265;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62267;Low;3059078;NA;NA;NA;NA;NA;NA;NA
ASV_62268;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62269;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62270;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62271;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62272;Low;1535397;Eukaryota;;Phaeophyceae;Ectocarpales;Chordariaceae;;Chordariaceae sp. 15 AP-2014
ASV_62273;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62274;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62275;Low;2051935;Eukaryota;Oomycota;;Pythiales;Pythiaceae;Salispina;Salispina sp.
ASV_62276;High;2866314;Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;Candidatus Megaira endosymbiont of Mesostigma viride
ASV_62277;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62280;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62281;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62282;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62283;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62284;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62286;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62287;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62289;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62290;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62292;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62293;Low;305493;Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Solieriaceae;Eucheuma;Eucheuma denticulatum
ASV_62294;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62295;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62296;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62297;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62298;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62299;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62300;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62301;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62302;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62303;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62304;Low;886377;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;Muricauda ruestringensis
ASV_62305;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62306;Low;1892891;Eukaryota;;;;;;Amoebozoa sp.
ASV_62307;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62308;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62310;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62311;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62313;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62314;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62315;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62318;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62319;Low;242550;Eukaryota;Discosea;Flabellinia;Dactylopodida;Vexilliferidae;Vexillifera;Vexillifera minutissima
ASV_62320;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62321;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62322;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62323;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62324;Low;905063;Eukaryota;Oomycota;;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora elongata
ASV_62325;Low;1548547;Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Woeseiaceae;Woeseia;Woeseia oceani
ASV_62327;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62328;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62329;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62331;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62332;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62333;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62334;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62335;Low;1913989;Bacteria;Pseudomonadota;Gammaproteobacteria;;;;Gammaproteobacteria bacterium
ASV_62336;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62337;Low;1041511;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia fryxelliana
ASV_62338;Low;908858;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula sp. BOLD:AAO6951
ASV_62340;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62341;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62342;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62343;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62344;High-MH-S;304923;;;;;;;
ASV_62345;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62346;Low;216822;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Rossia;Rossia sp. CH2
ASV_62347;Low;4766;Eukaryota;Oomycota;;Saprolegniales;Saprolegniaceae;Achlya;Achlya bisexualis
ASV_62348;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62349;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62350;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62351;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62352;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62353;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62354;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62355;Low;1522452;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris;Nannochloris sp. MBTD-CMFRI-S048
ASV_62356;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62357;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62358;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62360;Low;708009;Eukaryota;Oomycota;;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora sp. 'lagoariana'
ASV_62361;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62362;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62363;Low;2233999;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella pratensis
ASV_62364;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62366;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62367;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62370;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62371;Low;1892891;Eukaryota;;;;;;Amoebozoa sp.
ASV_62372;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62373;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62374;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62375;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62376;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62377;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62378;Low;667509;Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Moerisiidae;Moerisia;Moerisia inkermanica
ASV_62380;Low;2303331;Bacteria;Pseudomonadota;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Solimonas;Solimonas sp. K1W22B-7
ASV_62381;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62382;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62383;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62385;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62386;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62388;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62389;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62394;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62395;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62396;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62398;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62401;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62403;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62404;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62406;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62407;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62408;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62409;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62412;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62413;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62414;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62415;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62417;Low;683466;Eukaryota;Annelida;Clitellata;Crassiclitellata;Megascolecidae;;Megascolecidae sp. DPEW73089
ASV_62419;Low;643143;Eukaryota;Oomycota;;Pythiales;Pythiaceae;Elongisporangium;Elongisporangium senticosum
ASV_62421;Low;30301;Eukaryota;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Botryllus;Botryllus schlosseri
ASV_62422;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62423;High-MH;None;Eukaryota;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;Jassa;NA
ASV_62424;High;265543;Eukaryota;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus
ASV_62425;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62426;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62427;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62428;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62429;Low;475726;Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;Halecium halecinum
ASV_62430;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62431;Low;1484672;Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;;;Harpacticoida sp. DNZ085
ASV_62432;Low;2021379;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;;Xanthobacteraceae bacterium
ASV_62434;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62435;Low;2885156;Eukaryota;Chlorophyta;Trebouxiophyceae;;;;Trebouxiophyceae sp. M-hakoo 311
ASV_62436;Low;1702228;Eukaryota;Oomycota;;;;Haptoglossa;Haptoglossa sp. DM2 4/12
ASV_62437;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62438;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62439;Low;2164056;Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;Hapalidiaceae;Lithothamnion;Lithothamnion sp. 2 CP-2018
ASV_62440;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62441;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62442;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62443;Low;2971903;Eukaryota;Apicomplexa;Marosporida;Agamococcidiorida;Rhytidocystidae;Rhytidocystis;Rhytidocystis sp. ex Pygospio elegans
ASV_62444;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62446;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62448;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62450;Low;92976;Eukaryota;Oomycota;;Saprolegniales;Saprolegniaceae;Leptolegnia;Leptolegnia caudata
ASV_62451;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62452;Low;2916754;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sabulilitoribacter;Sabulilitoribacter sp. BrNp1-15
ASV_62454;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62455;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62456;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62457;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62459;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_62460;None;None;NA;NA;NA;NA;NA;NA;NA
